run,dataset,num_neighbors,removal,pqr,all_data_hamm_loss,all_data_zero_loss,removed_data_hamm_loss,removed_data_zero_loss
0,Family,20,20,0_0_1,0.192519251925193,0.905940594059406,0.249322493224932,0.951219512195122
0,Family,25,20,0_0_1,0.193069306930693,0.910891089108911,0.248644986449864,0.963414634146341
0,Family,5,20,0_1_0,0.212046204620462,0.935643564356436,0.273712737127371,0.98780487804878
0,Family,10,20,0_1_0,0.202145214521452,0.915841584158416,0.267615176151761,0.975609756097561
0,Family,15,20,0_1_0,0.199394939493949,0.920792079207921,0.2710027100271,0.98780487804878
0,Family,20,20,0_1_0,0.188668866886689,0.905940594059406,0.252710027100271,0.975609756097561
0,Family,25,20,0_1_0,0.197469746974697,0.930693069306931,0.258807588075881,1
0,Family,5,20,1_0_0,0.410616061606161,1,0.421409214092141,1
0,Family,10,20,1_0_0,0.44031903190319,1,0.455284552845528,1
0,Family,15,20,1_0_0,0.434543454345435,1,0.446476964769648,1
0,Family,20,20,1_0_0,0.431243124312431,1,0.453929539295393,1
0,Family,25,20,1_0_0,0.430693069306931,1,0.449864498644986,1
0,Family,5,20,1_1_1,0.416666666666667,1,0.439024390243902,1
0,Family,10,20,1_1_1,0.421342134213421,1,0.43360433604336,1
0,Family,15,20,1_1_1,0.415016501650165,1,0.426829268292683,1
0,Family,20,20,1_1_1,0.414466446644664,1,0.430216802168022,1
0,Family,25,20,1_1_1,0.407040704070407,1,0.43360433604336,1
0,Family,5,25,0_0_0,0.331958195819582,1,0.38265306122449,1
0,Family,10,25,0_0_0,0.332508250825082,1,0.376984126984127,1
0,Family,15,25,0_0_0,0.336633663366337,1,0.380952380952381,1
0,Family,20,25,0_0_0,0.342409240924092,1,0.388888888888889,1
0,Family,25,25,0_0_0,0.33993399339934,1,0.38265306122449,1
0,Family,5,25,0_0_1,0.225522552255225,0.95049504950495,0.278344671201814,0.989795918367347
0,Family,10,25,0_0_1,0.218646864686469,0.940594059405941,0.271541950113379,0.979591836734694
0,Family,15,25,0_0_1,0.216996699669967,0.940594059405941,0.265873015873016,0.989795918367347
0,Family,20,25,0_0_1,0.215346534653465,0.940594059405941,0.268707482993197,0.989795918367347
0,Family,25,25,0_0_1,0.214246424642464,0.940594059405941,0.263038548752834,0.989795918367347
0,Family,5,25,0_1_0,0.211496149614961,0.900990099009901,0.25907029478458,0.979591836734694
0,Family,10,25,0_1_0,0.214796479647965,0.910891089108911,0.263605442176871,0.989795918367347
0,Family,15,25,0_1_0,0.214521452145214,0.910891089108911,0.26530612244898,0.989795918367347
0,Family,20,25,0_1_0,0.214796479647965,0.915841584158416,0.264172335600907,0.979591836734694
0,Family,25,25,0_1_0,0.211771177117712,0.930693069306931,0.260204081632653,0.989795918367347
0,Family,5,25,1_0_0,0.417766776677668,1,0.413832199546485,1
0,Family,10,25,1_0_0,0.417216721672167,1,0.418934240362812,1
0,Family,15,25,1_0_0,0.422717271727173,1,0.426303854875283,1
0,Family,20,25,1_0_0,0.407590759075908,1,0.409863945578231,1
0,Family,25,25,1_0_0,0.409240924092409,1,0.412698412698413,1
0,Family,5,25,1_1_1,0.54042904290429,1,0.532312925170068,1
0,Family,10,25,1_1_1,0.542079207920792,1,0.542517006802721,1
0,Family,15,25,1_1_1,0.534653465346535,1,0.537414965986395,1
0,Family,20,25,1_1_1,0.553080308030803,1,0.544784580498866,1
0,Family,25,25,1_1_1,0.546479647964796,1,0.543650793650794,1
0,Family,5,30,0_0_0,0.348734873487349,1,0.391865079365079,1
0,Family,10,30,0_0_0,0.354510451045105,1,0.396329365079365,1
0,Family,15,30,0_0_0,0.353135313531353,1,0.395337301587302,1
0,Family,20,30,0_0_0,0.35038503850385,1,0.391865079365079,1
0,Family,25,30,0_0_0,0.354510451045105,1,0.396329365079365,1
0,Family,5,30,0_0_1,0.207095709570957,0.95049504950495,0.249503968253968,0.991071428571429
0,Family,10,30,0_0_1,0.207370737073707,0.940594059405941,0.254960317460317,0.991071428571429
0,Family,15,30,0_0_1,0.213421342134213,0.930693069306931,0.263888888888889,0.991071428571429
0,Family,20,30,0_0_1,0.207645764576458,0.940594059405941,0.253472222222222,1
0,Family,25,30,0_0_1,0.207645764576458,0.935643564356436,0.25297619047619,1
0,Family,5,30,0_1_0,0.215896589658966,0.955445544554455,0.25,0.982142857142857
0,Family,10,30,0_1_0,0.214796479647965,0.955445544554455,0.254464285714286,0.991071428571429
0,Family,15,30,0_1_0,0.208745874587459,0.96039603960396,0.249503968253968,0.991071428571429
0,Family,20,30,0_1_0,0.212321232123212,0.95049504950495,0.253472222222222,0.991071428571429
0,Family,25,30,0_1_0,0.20984598459846,0.945544554455445,0.249503968253968,0.991071428571429
0,Family,5,30,1_0_0,0.352035203520352,1,0.356150793650794,1
