run,dataset,lambda_val,num_neighbors,class_name,removal,pqr,all_data_recall,all_data_f1,all_data_precision,all_data_accuracy,all_data_jaccard,removed_data_recall,removed_data_f1,removed_data_precision,removed_data_accuracy,removed_data_jaccard
0,Family,0.4,25,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.4,26,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.4,27,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.4,28,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.4,29,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.4,30,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.4,31,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.4,32,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.4,33,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.4,34,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.4,35,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.4,36,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.4,37,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.4,38,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.4,39,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.4,40,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
