run,dataset,class_name,removal,pqr,all_data_recall,all_data_f1,all_data_precision,all_data_accuracy,all_data_jaccard,removed_data_recall,removed_data_f1,removed_data_precision,removed_data_accuracy,removed_data_jaccard
0,Family,Brother,0,0_0_0,0.1,0.18181818181818182,1.0,0.8663366336633663,0.1,,,,,
0,Family,Brother,0,0_0_1,1.0,0.8695652173913043,0.7692307692307693,0.9554455445544554,0.7692307692307693,,,,,
0,Family,Brother,0,0_1_0,1.0,0.5769230769230769,0.40540540540540543,0.7821782178217822,0.40540540540540543,,,,,
0,Family,Brother,0,1_0_0,1.0,0.30612244897959184,0.18072289156626506,0.32673267326732675,0.18072289156626506,,,,,
0,Family,Brother,0,1_1_1,0.4,0.15286624203821655,0.09448818897637795,0.3415841584158416,0.08275862068965517,,,,,
0,Family,Brother,5,0_0_0,0.1,0.18181818181818182,1.0,0.8663366336633663,0.1,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,5,0_0_1,0.9666666666666667,0.8656716417910447,0.7837837837837838,0.9554455445544554,0.7631578947368421,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,5,0_1_0,1.0,0.5825242718446602,0.410958904109589,0.7871287128712872,0.410958904109589,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,5,1_0_0,1.0,0.3,0.17647058823529413,0.3069306930693069,0.17647058823529413,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,5,1_1_1,0.5,0.1910828025477707,0.11811023622047244,0.3712871287128713,0.1056338028169014,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,10,0_0_0,0.1,0.18181818181818182,1.0,0.8663366336633663,0.1,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,10,0_0_1,0.9,0.9,0.9,0.9702970297029703,0.8181818181818182,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,10,0_1_0,1.0,0.6122448979591837,0.4411764705882353,0.8118811881188119,0.4411764705882353,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,10,1_0_0,1.0,0.30303030303030304,0.17857142857142858,0.31683168316831684,0.17857142857142858,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,10,1_1_1,0.4666666666666667,0.18181818181818182,0.11290322580645161,0.37623762376237624,0.1,0.6666666666666666,0.8,1.0,0.6666666666666666,0.6666666666666666
0,Family,Brother,15,0_0_0,0.1,0.18181818181818182,1.0,0.8663366336633663,0.1,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,15,0_0_1,0.8666666666666667,0.8524590163934426,0.8387096774193549,0.9554455445544554,0.7428571428571429,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,15,0_1_0,1.0,0.594059405940594,0.4225352112676056,0.7970297029702971,0.4225352112676056,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,15,1_0_0,1.0,0.30612244897959184,0.18072289156626506,0.32673267326732675,0.18072289156626506,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,15,1_1_1,0.43333333333333335,0.16883116883116883,0.10483870967741936,0.36633663366336633,0.09219858156028368,0.75,0.8571428571428571,1.0,0.75,0.75
0,Family,Brother,20,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,20,0_0_1,0.8333333333333334,0.847457627118644,0.8620689655172413,0.9554455445544554,0.7352941176470589,0.16666666666666666,0.2857142857142857,1.0,0.16666666666666666,0.16666666666666666
0,Family,Brother,20,0_1_0,1.0,0.5454545454545454,0.375,0.7524752475247525,0.375,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,20,1_0_0,1.0,0.30456852791878175,0.17964071856287425,0.3217821782178218,0.17964071856287425,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,20,1_1_1,0.13333333333333333,0.06060606060606061,0.0392156862745098,0.38613861386138615,0.03125,0.5,0.6666666666666666,1.0,0.5,0.5
0,Family,Brother,25,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,25,0_0_1,0.8,0.8571428571428571,0.9230769230769231,0.9603960396039604,0.75,0.14285714285714285,0.25,1.0,0.14285714285714285,0.14285714285714285
0,Family,Brother,25,0_1_0,1.0,0.5769230769230769,0.40540540540540543,0.7821782178217822,0.40540540540540543,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,25,1_0_0,1.0,0.3125,0.18518518518518517,0.3465346534653465,0.18518518518518517,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,25,1_1_1,0.16666666666666666,0.072992700729927,0.04672897196261682,0.3712871287128713,0.03787878787878788,0.42857142857142855,0.6,1.0,0.42857142857142855,0.42857142857142855
0,Family,Brother,30,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,30,0_0_1,0.7333333333333333,0.8148148148148148,0.9166666666666666,0.9504950495049505,0.6875,0.1111111111111111,0.2,1.0,0.1111111111111111,0.1111111111111111
0,Family,Brother,30,0_1_0,0.9666666666666667,0.6236559139784946,0.4603174603174603,0.8267326732673267,0.453125,0.8888888888888888,0.9411764705882353,1.0,0.8888888888888888,0.8888888888888888
0,Family,Brother,30,1_0_0,1.0,0.30927835051546393,0.18292682926829268,0.33663366336633666,0.18292682926829268,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,30,1_1_1,0.23333333333333334,0.10606060606060606,0.06862745098039216,0.4158415841584158,0.056,0.5555555555555556,0.7142857142857143,1.0,0.5555555555555556,0.5555555555555556
0,Family,Brother,35,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,35,0_0_1,0.6666666666666666,0.7692307692307693,0.9090909090909091,0.9405940594059405,0.625,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,35,0_1_0,1.0,0.631578947368421,0.46153846153846156,0.8267326732673267,0.46153846153846156,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,35,1_0_0,1.0,0.3157894736842105,0.1875,0.3564356435643564,0.1875,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,35,1_1_1,0.23333333333333334,0.10218978102189781,0.06542056074766354,0.3910891089108911,0.05384615384615385,0.5,0.6666666666666666,1.0,0.5,0.5
