run,dataset,class_name,removal,pqr,all_data_recall,all_data_f1,all_data_precision,all_data_accuracy,all_data_jaccard,removed_data_recall,removed_data_f1,removed_data_precision,removed_data_accuracy,removed_data_jaccard
0,Family,Brother,0,0_0_0,0.9666666666666667,0.9830508474576272,1.0,0.995049504950495,0.9666666666666667,,,,,
0,Family,Brother,0,0_0_1,1.0,0.6521739130434783,0.4838709677419355,0.8415841584158416,0.4838709677419355,,,,,
0,Family,Brother,0,0_1_0,1.0,0.46875,0.30612244897959184,0.6633663366336634,0.30612244897959184,,,,,
0,Family,Brother,0,1_0_0,1.0,0.26666666666666666,0.15384615384615385,0.18316831683168316,0.15384615384615385,,,,,
0,Family,Brother,0,1_1_1,0.3,0.10344827586206896,0.0625,0.22772277227722773,0.05454545454545454,,,,,
0,Family,Brother,5,0_0_0,0.9333333333333333,0.9655172413793104,1.0,0.9900990099009901,0.9333333333333333,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,5,0_0_1,0.9666666666666667,0.6304347826086957,0.46774193548387094,0.8316831683168316,0.4603174603174603,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,5,0_1_0,0.9666666666666667,0.4603174603174603,0.3020833333333333,0.6633663366336634,0.29896907216494845,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,5,1_0_0,1.0,0.26548672566371684,0.15306122448979592,0.1782178217821782,0.15306122448979592,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,5,1_1_1,0.4,0.13953488372093023,0.08450704225352113,0.26732673267326734,0.075,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,10,0_0_0,0.8666666666666667,0.9285714285714286,1.0,0.9801980198019802,0.8666666666666667,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,10,0_0_1,0.9333333333333333,0.6829268292682927,0.5384615384615384,0.8712871287128713,0.5185185185185185,0.3333333333333333,0.5,1.0,0.3333333333333333,0.3333333333333333
0,Family,Brother,10,0_1_0,0.9666666666666667,0.47540983606557374,0.31521739130434784,0.6831683168316832,0.3118279569892473,0.6666666666666666,0.8,1.0,0.6666666666666666,0.6666666666666666
0,Family,Brother,10,1_0_0,1.0,0.27522935779816515,0.1595744680851064,0.21782178217821782,0.1595744680851064,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,10,1_1_1,0.4666666666666667,0.1497326203208556,0.08917197452229299,0.21287128712871287,0.08092485549132948,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,15,0_0_0,0.8333333333333334,0.9090909090909091,1.0,0.9752475247524752,0.8333333333333334,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,15,0_0_1,0.9333333333333333,0.6829268292682927,0.5384615384615384,0.8712871287128713,0.5185185185185185,0.5,0.6666666666666666,1.0,0.5,0.5
0,Family,Brother,15,0_1_0,0.9666666666666667,0.47540983606557374,0.31521739130434784,0.6831683168316832,0.3118279569892473,0.75,0.8571428571428571,1.0,0.75,0.75
0,Family,Brother,15,1_0_0,1.0,0.2777777777777778,0.16129032258064516,0.22772277227722773,0.16129032258064516,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,15,1_1_1,0.5333333333333333,0.18285714285714286,0.1103448275862069,0.29207920792079206,0.10062893081761007,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,20,0_0_0,0.7333333333333333,0.8461538461538461,1.0,0.9603960396039604,0.7333333333333333,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,20,0_0_1,0.9333333333333333,0.6666666666666666,0.5185185185185185,0.8613861386138614,0.5,0.6666666666666666,0.8,1.0,0.6666666666666666,0.6666666666666666
0,Family,Brother,20,0_1_0,0.9333333333333333,0.5045045045045045,0.345679012345679,0.7277227722772277,0.3373493975903614,0.6666666666666666,0.8,1.0,0.6666666666666666,0.6666666666666666
0,Family,Brother,20,1_0_0,1.0,0.2777777777777778,0.16129032258064516,0.22772277227722773,0.16129032258064516,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,20,1_1_1,0.43333333333333335,0.1368421052631579,0.08125,0.18811881188118812,0.07344632768361582,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,25,0_0_0,0.7333333333333333,0.8461538461538461,1.0,0.9603960396039604,0.7333333333333333,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,25,0_0_1,0.9,0.6428571428571429,0.5,0.8514851485148515,0.47368421052631576,0.5714285714285714,0.7272727272727273,1.0,0.5714285714285714,0.5714285714285714
0,Family,Brother,25,0_1_0,0.9,0.4864864864864865,0.3333333333333333,0.7178217821782178,0.32142857142857145,0.5714285714285714,0.7272727272727273,1.0,0.5714285714285714,0.5714285714285714
0,Family,Brother,25,1_0_0,1.0,0.2803738317757009,0.16304347826086957,0.2376237623762376,0.16304347826086957,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,25,1_1_1,0.4666666666666667,0.14659685863874344,0.08695652173913043,0.19306930693069307,0.07909604519774012,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,30,0_0_0,0.7,0.8235294117647058,1.0,0.9554455445544554,0.7,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,30,0_0_1,0.8333333333333334,0.6756756756756757,0.5681818181818182,0.8811881188118812,0.5102040816326531,0.4444444444444444,0.6153846153846154,1.0,0.4444444444444444,0.4444444444444444
0,Family,Brother,30,0_1_0,0.9,0.46956521739130436,0.3176470588235294,0.698019801980198,0.3068181818181818,0.6666666666666666,0.8,1.0,0.6666666666666666,0.6666666666666666
0,Family,Brother,30,1_0_0,1.0,0.2843601895734597,0.16574585635359115,0.2524752475247525,0.16574585635359115,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,30,1_1_1,0.5666666666666667,0.18478260869565216,0.11038961038961038,0.25742574257425743,0.10179640718562874,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,35,0_0_0,0.6666666666666666,0.8,1.0,0.9504950495049505,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,35,0_0_1,0.8333333333333334,0.684931506849315,0.5813953488372093,0.8861386138613861,0.5208333333333334,0.5,0.6666666666666666,1.0,0.5,0.5
0,Family,Brother,35,0_1_0,0.9333333333333333,0.49557522123893805,0.3373493975903614,0.7178217821782178,0.32941176470588235,0.8,0.8888888888888888,1.0,0.8,0.8
0,Family,Brother,35,1_0_0,1.0,0.28846153846153844,0.16853932584269662,0.26732673267326734,0.16853932584269662,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,35,1_1_1,0.6666666666666666,0.20725388601036268,0.12269938650306748,0.24257425742574257,0.11560693641618497,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,40,0_0_0,0.6,0.75,1.0,0.9405940594059405,0.6,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,40,0_0_1,0.8,0.6666666666666666,0.5714285714285714,0.8811881188118812,0.5,0.5,0.6666666666666666,1.0,0.5,0.5
0,Family,Brother,40,0_1_0,0.9,0.47368421052631576,0.32142857142857145,0.7029702970297029,0.3103448275862069,0.75,0.8571428571428571,1.0,0.75,0.75
0,Family,Brother,40,1_0_0,1.0,0.2898550724637681,0.1694915254237288,0.2722772277227723,0.1694915254237288,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,40,1_1_1,0.6666666666666666,0.20512820512820512,0.12121212121212122,0.23267326732673269,0.11428571428571428,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,45,0_0_0,0.5666666666666667,0.723404255319149,1.0,0.9356435643564357,0.5666666666666667,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,45,0_0_1,0.7666666666666667,0.6216216216216216,0.5227272727272727,0.8613861386138614,0.45098039215686275,0.46153846153846156,0.631578947368421,1.0,0.46153846153846156,0.46153846153846156
