run,dataset,class_name,removal,pqr,all_data_recall,all_data_f1,all_data_precision,all_data_accuracy,all_data_jaccard,removed_data_recall,removed_data_f1,removed_data_precision,removed_data_accuracy,removed_data_jaccard
0,Family,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,Brother,0,0_0_1,1.0,0.5454545454545454,0.375,0.7524752475247525,0.375,,,,,
0,Family,Brother,0,0_1_0,1.0,0.8823529411764706,0.7894736842105263,0.9603960396039604,0.7894736842105263,,,,,
0,Family,Brother,0,1_0_0,1.0,0.26200873362445415,0.1507537688442211,0.16336633663366337,0.1507537688442211,,,,,
0,Family,Brother,0,1_1_1,0.0,0.0,0.0,0.5148514851485149,0.0,,,,,
0,Family,Brother,5,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,5,0_0_1,1.0,0.5309734513274337,0.3614457831325301,0.7376237623762376,0.3614457831325301,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,5,0_1_0,0.9666666666666667,0.8787878787878788,0.8055555555555556,0.9603960396039604,0.7837837837837838,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,5,1_0_0,1.0,0.2608695652173913,0.15,0.15841584158415842,0.15,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,5,1_1_1,0.0,0.0,0.0,0.47029702970297027,0.0,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,10,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,10,0_0_1,1.0,0.5825242718446602,0.410958904109589,0.7871287128712872,0.410958904109589,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,10,0_1_0,0.9666666666666667,0.8529411764705882,0.7631578947368421,0.9504950495049505,0.7435897435897436,0.6666666666666666,0.8,1.0,0.6666666666666666,0.6666666666666666
0,Family,Brother,10,1_0_0,1.0,0.2608695652173913,0.15,0.15841584158415842,0.15,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,10,1_1_1,0.0,0.0,0.0,0.4752475247524752,0.0,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,15,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,15,0_0_1,1.0,0.5882352941176471,0.4166666666666667,0.7920792079207921,0.4166666666666667,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,15,0_1_0,0.9333333333333333,0.875,0.8235294117647058,0.9603960396039604,0.7777777777777778,0.5,0.6666666666666666,1.0,0.5,0.5
0,Family,Brother,15,1_0_0,1.0,0.2597402597402597,0.14925373134328357,0.15346534653465346,0.14925373134328357,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,15,1_1_1,0.0,0.0,0.0,0.4405940594059406,0.0,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,20,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,20,0_0_1,0.9666666666666667,0.6236559139784946,0.4603174603174603,0.8267326732673267,0.453125,0.8333333333333334,0.9090909090909091,1.0,0.8333333333333334,0.8333333333333334
0,Family,Brother,20,0_1_0,0.9,0.84375,0.7941176470588235,0.9504950495049505,0.7297297297297297,0.5,0.6666666666666666,1.0,0.5,0.5
0,Family,Brother,20,1_0_0,1.0,0.26785714285714285,0.15463917525773196,0.18811881188118812,0.15463917525773196,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,20,1_1_1,0.0,0.0,0.0,0.5148514851485149,0.0,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,25,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,25,0_0_1,0.9333333333333333,0.6292134831460674,0.4745762711864407,0.8366336633663366,0.45901639344262296,0.7142857142857143,0.8333333333333334,1.0,0.7142857142857143,0.7142857142857143
0,Family,Brother,25,0_1_0,0.8666666666666667,0.8,0.7428571428571429,0.9356435643564357,0.6666666666666666,0.42857142857142855,0.6,1.0,0.42857142857142855,0.42857142857142855
0,Family,Brother,25,1_0_0,1.0,0.27149321266968324,0.15706806282722513,0.20297029702970298,0.15706806282722513,1.0,1.0,1.0,1.0,1.0
0,Family,Brother,25,1_1_1,0.0,0.0,0.0,0.5198019801980198,0.0,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,30,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,0.0,0.0,0.0,0.0,0.0
0,Family,Brother,30,0_0_1,0.9666666666666667,0.6041666666666666,0.4393939393939394,0.8118811881188119,0.43283582089552236,0.8888888888888888,0.9411764705882353,1.0,0.8888888888888888,0.8888888888888888
0,Family,Brother,30,0_1_0,0.8,0.8135593220338984,0.8275862068965517,0.9455445544554455,0.6857142857142857,0.3333333333333333,0.5,1.0,0.3333333333333333,0.3333333333333333
