LP,F1-OCEL-mean,RT-OCEL-mean,F1-CELOE-mean,RT-CELOE-mean,F1-Evo-mean,RT-Evo-mean,F1-clip-mean,RT-clip-mean
Grandson,0.8113207547169812,15.340546131134033,0.9772727272727273,10.11925220489502,0.9772727272727273,4.264499664306641,0.9772727272727273,10.020815134048462
Mother,1.0,12.567025899887085,1.0,10.160440444946289,1.0,7.684386491775513,1.0,10.223385572433472
Brother,0.923076923076923,10.505562543869019,0.923076923076923,10.248721599578857,0.9523809523809523,5.035154581069946,0.923076923076923,10.10169506072998
Father,1.0,12.920615196228027,1.0,10.296400308609009,1.0,5.77298378944397,1.0,10.316488027572632
Grandgrandfather,0.6938775510204082,10.94217586517334,0.9444444444444444,10.733306407928467,0.9444444444444444,4.1868555545806885,0.9444444444444444,10.10875153541565
Grandson ⊔ (∃ hasSibling.(Female ⊓ (∀ married.Son))),0.44274809160305345,10.305904626846313,0.9347826086956522,20.53078532218933,0.9347826086956522,3.916773557662964,0.9347826086956522,20.53429675102234
Grandson ⊔ (∃ hasSibling.(Parent ⊓ (¬Grandson))),0.6991869918699186,10.908824682235718,0.9852941176470589,10.291762590408325,0.9640287769784173,5.989888429641724,0.9852941176470589,10.180309057235718
Grandson ⊔ (∃ hasSibling.(Grandmother ⊔ (∀ hasSibling.(¬Grandparent)))),0.8427672955974842,10.710722208023071,0.8427672955974842,10.02051830291748,0.898876404494382,10.749586820602417,0.8427672955974842,10.043997526168823
Brother ⊔ (∃ married.(Grandparent ⊓ (∃ married.(¬Granddaughter)))),0.6666666666666666,13.079286575317383,0.7912087912087912,10.03359055519104,0.6956521739130435,6.506073474884033,0.7912087912087912,10.02709698677063
Parent ⊓ (∃ hasSibling.(¬Grandchild)),0.4383561643835616,16.88502788543701,0.8571428571428572,10.161433219909668,0.8571428571428572,10.450715065002441,0.8571428571428572,10.02265453338623
